date,state,district,pincode,age_0_5,age_5_17,age_18_greater,clean_0_5,clean_5_17,clean_18_plus,mbu_due_5,mbu_due_15,total_pending_mbu,demand_score
11-09-2025,Maharashtra,Amravati,444903,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Aurangabad,400033,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Aurangabad,431005,0,2,0,0,2,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Aurangabad,431107,4,2,0,4,2,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Aurangabad,431115,3,0,0,3,0,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Aurangabad,431118,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Aurangabad,431134,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Aurangabad,431151,5,1,0,5,1,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Beed,414203,0,2,0,0,2,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Beed,431123,6,2,0,6,2,0,1.0,0.0,1.0,0.33
11-09-2025,Maharashtra,Beed,431129,3,0,0,3,0,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Beed,431143,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Beed,431517,6,2,0,6,2,0,1.0,0.0,1.0,0.33
11-09-2025,Maharashtra,Beed,431530,3,1,0,3,1,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Bhandara,441904,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Bhandara,441908,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Bhandara,441924,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Bid,431122,3,1,0,3,1,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Bid,431124,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Bid,431127,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Bid,431131,1,3,0,1,3,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Bid,431515,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Buldhana,443001,11,0,0,11,0,0,2.0,0.0,2.0,0.48
11-09-2025,Maharashtra,Buldhana,443106,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Buldhana,443202,3,1,0,3,1,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Buldhana,443203,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Buldhana,443402,3,2,0,3,2,0,0.0,0.0,0.0,0.18
11-09-2025,Maharashtra,Buldhana,443403,6,0,0,6,0,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Buldhana,443404,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Chandrapur,441205,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Chandrapur,442404,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Chandrapur,442406,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Chandrapur,442503,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Chandrapur,442917,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Chatrapati Sambhaji Nagar,431002,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Chhatrapati Sambhajinagar,423701,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Chhatrapati Sambhajinagar,423703,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Chhatrapati Sambhajinagar,431001,0,5,0,0,5,0,0.0,0.0,0.0,0.18
11-09-2025,Maharashtra,Chhatrapati Sambhajinagar,431133,3,0,0,3,0,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Chhatrapati Sambhajinagar,431136,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Dharashiv,413501,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Dharashiv,413503,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Dharashiv,413602,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Dhule,424301,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Dhule,424302,3,2,0,3,2,0,0.0,0.0,0.0,0.18
11-09-2025,Maharashtra,Dhule,424303,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Dhule,424310,6,2,0,6,2,0,1.0,0.0,1.0,0.33
11-09-2025,Maharashtra,Dhule,424318,1,8,0,1,8,0,0.0,1.0,1.0,0.37
11-09-2025,Maharashtra,Dhule,425406,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Gadchiroli,442604,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Gondiya,441806,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Gondiya,441902,8,0,0,8,0,0,1.0,0.0,1.0,0.33
11-09-2025,Maharashtra,Jalgaon,424101,10,10,0,10,10,0,2.0,1.0,3.0,0.85
11-09-2025,Maharashtra,Jalgaon,424108,3,9,0,3,9,0,0.0,1.0,1.0,0.48
11-09-2025,Maharashtra,Jalgaon,424201,5,2,0,5,2,0,1.0,0.0,1.0,0.3
11-09-2025,Maharashtra,Jalgaon,424209,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Jalgaon,425003,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Jalgaon,425102,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Jalgaon,425109,5,16,0,5,16,0,1.0,2.0,3.0,0.89
11-09-2025,Maharashtra,Jalgaon,425110,3,2,0,3,2,0,0.0,0.0,0.0,0.18
11-09-2025,Maharashtra,Jalgaon,425111,8,2,1,8,2,1,1.0,0.0,1.0,0.44
11-09-2025,Maharashtra,Jalgaon,425116,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Jalgaon,425201,7,1,0,7,1,0,1.0,0.0,1.0,0.33
11-09-2025,Maharashtra,Jalgaon,425303,2,3,0,2,3,0,0.0,0.0,0.0,0.18
11-09-2025,Maharashtra,Jalgaon,425307,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Jalgaon,425309,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Jalgaon,425505,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Jalna,431112,4,0,0,4,0,0,1.0,0.0,1.0,0.18
11-09-2025,Maharashtra,Jalna,431205,4,1,0,4,1,0,1.0,0.0,1.0,0.22
11-09-2025,Maharashtra,Jalna,431213,14,0,0,14,0,0,2.0,0.0,2.0,0.59
11-09-2025,Maharashtra,Jalna,431501,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Kolhapur,416001,4,0,0,4,0,0,1.0,0.0,1.0,0.18
11-09-2025,Maharashtra,Kolhapur,416004,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Kolhapur,416006,4,1,0,4,1,0,1.0,0.0,1.0,0.22
11-09-2025,Maharashtra,Kolhapur,416010,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Kolhapur,416106,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Kolhapur,416143,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Kolhapur,416205,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Kolhapur,416208,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Kolhapur,416212,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Kolhapur,416216,4,1,0,4,1,0,1.0,0.0,1.0,0.22
11-09-2025,Maharashtra,Kolhapur,416230,3,0,0,3,0,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Kolhapur,416503,4,0,0,4,0,0,1.0,0.0,1.0,0.18
11-09-2025,Maharashtra,Latur,413513,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Latur,413515,5,4,0,5,4,0,1.0,0.0,1.0,0.37
11-09-2025,Maharashtra,Latur,413516,5,1,0,5,1,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Latur,413519,1,5,1,1,5,1,0.0,0.0,0.0,0.26
11-09-2025,Maharashtra,Latur,413531,8,5,0,8,5,0,1.0,0.0,1.0,0.52
11-09-2025,Maharashtra,Latur,413581,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Latur,413607,4,1,0,4,1,0,1.0,0.0,1.0,0.22
11-09-2025,Maharashtra,Mumbai,400001,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Mumbai,400003,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Mumbai,400012,3,0,0,3,0,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Mumbai,400025,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Mumbai,400053,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Mumbai,400055,5,1,0,5,1,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Mumbai,400059,3,2,0,3,2,0,0.0,0.0,0.0,0.18
11-09-2025,Maharashtra,Mumbai,400063,3,1,0,3,1,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Mumbai,400065,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Mumbai,400084,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Mumbai,400088,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Mumbai,400092,0,2,0,0,2,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Mumbai Suburban,400042,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Mumbai Suburban,400052,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Mumbai Suburban,400066,3,1,0,3,1,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Mumbai Suburban,400069,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Mumbai Suburban,400070,1,2,0,1,2,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Mumbai Suburban,400083,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Mumbai Suburban,400086,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Mumbai Suburban,400092,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Mumbai Suburban,400095,3,2,0,3,2,0,0.0,0.0,0.0,0.18
11-09-2025,Maharashtra,Mumbai Suburban,400099,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Mumbai( Sub Urban ),400059,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Mumbai( Sub Urban ),400093,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Nagpur,440001,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Nagpur,440023,2,2,0,2,2,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Nagpur,440030,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Nagpur,440036,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Nagpur,441108,7,0,0,7,0,0,1.0,0.0,1.0,0.3
11-09-2025,Maharashtra,Nagpur,441113,3,0,0,3,0,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Nagpur,441501,5,0,0,5,0,0,1.0,0.0,1.0,0.22
11-09-2025,Maharashtra,Nanded,431646,0,2,0,0,2,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Nanded,431710,3,0,0,3,0,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Nanded,431719,4,2,0,4,2,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Nanded,431804,9,3,0,9,3,0,1.0,0.0,1.0,0.48
11-09-2025,Maharashtra,Nandurbar,425417,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Nandurbar,425432,12,6,0,12,6,0,2.0,1.0,3.0,0.78
11-09-2025,Maharashtra,Nandurbar,425452,8,4,3,8,4,3,1.0,0.0,1.0,0.59
11-09-2025,Maharashtra,Nashik,422006,4,2,0,4,2,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Nashik,422204,4,0,0,4,0,0,1.0,0.0,1.0,0.18
11-09-2025,Maharashtra,Nashik,422301,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Nashik,422303,9,0,0,9,0,0,1.0,0.0,1.0,0.37
11-09-2025,Maharashtra,Nashik,423111,0,2,0,0,2,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Nashik,423117,3,0,0,3,0,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Nashik,423302,1,3,0,1,3,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Osmanabad,413509,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Osmanabad,413601,7,1,0,7,1,0,1.0,0.0,1.0,0.33
11-09-2025,Maharashtra,Osmanabad,413602,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Osmanabad,413604,5,0,0,5,0,0,1.0,0.0,1.0,0.22
11-09-2025,Maharashtra,Osmanabad,413605,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Palghar,401202,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Palghar,401203,5,1,0,5,1,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Palghar,401305,6,0,0,6,0,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Palghar,401404,2,2,0,2,2,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Palghar,401603,12,2,0,12,2,0,2.0,0.0,2.0,0.59
11-09-2025,Maharashtra,Palghar,401606,19,2,0,19,2,0,3.0,0.0,3.0,0.89
11-09-2025,Maharashtra,Parbhani,431516,3,1,0,3,1,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Parbhani,431521,5,1,0,5,1,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Parbhani,431720,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Pune,410405,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Pune,410501,3,1,0,3,1,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Pune,410502,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Pune,410503,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Pune,410505,4,0,0,4,0,0,1.0,0.0,1.0,0.18
11-09-2025,Maharashtra,Pune,410507,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Pune,411002,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Pune,411014,11,2,2,11,2,2,2.0,0.0,2.0,0.63
11-09-2025,Maharashtra,Pune,411015,4,2,0,4,2,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Pune,411027,5,3,0,5,3,0,1.0,0.0,1.0,0.33
11-09-2025,Maharashtra,Pune,411030,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Pune,411039,6,5,0,6,5,0,1.0,0.0,1.0,0.44
11-09-2025,Maharashtra,Pune,411042,3,0,0,3,0,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Pune,411061,5,0,0,5,0,0,1.0,0.0,1.0,0.22
11-09-2025,Maharashtra,Pune,412114,2,2,0,2,2,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Pune,412115,4,2,0,4,2,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Pune,412206,0,6,0,0,6,0,0.0,1.0,1.0,0.26
11-09-2025,Maharashtra,Pune,412210,0,2,0,0,2,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Pune,412218,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Pune,412303,3,0,0,3,0,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Pune,412305,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Pune,413103,3,1,0,3,1,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Pune,413120,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Raigad,402101,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Raigad,402404,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Raigad,410101,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Raigad,410203,1,0,2,1,0,2,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Raigad,410208,4,0,0,4,0,0,1.0,0.0,1.0,0.18
11-09-2025,Maharashtra,Raigarh,402401,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Raigarh,410210,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Raigarh,410218,4,0,0,4,0,0,1.0,0.0,1.0,0.18
11-09-2025,Maharashtra,Raigarh,410221,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Ratnagiri,415604,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Ratnagiri,415612,5,0,0,5,0,0,1.0,0.0,1.0,0.22
11-09-2025,Maharashtra,Ratnagiri,415628,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Ratnagiri,416704,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Sangli,415301,3,1,0,3,1,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Sangli,415306,1,0,1,1,0,1,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Sangli,415309,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Sangli,415311,5,4,0,5,4,0,1.0,0.0,1.0,0.37
11-09-2025,Maharashtra,Sangli,415409,4,2,0,4,2,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Sangli,415411,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Sangli,416401,1,1,0,1,1,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Sangli,416405,3,2,0,3,2,0,0.0,0.0,0.0,0.18
11-09-2025,Maharashtra,Sangli,416414,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Sangli,416436,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Satara,412801,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Satara,415015,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Satara,415021,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Satara,415109,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Satara,415110,3,0,0,3,0,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Satara,415124,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Satara,415209,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Satara,415312,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Satara,415502,0,2,0,0,2,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Satara,415510,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Satara,415517,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Satara,415519,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Satara,415540,4,1,0,4,1,0,1.0,0.0,1.0,0.22
11-09-2025,Maharashtra,Sindhudurg,416804,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Solapur,413002,5,6,0,5,6,0,1.0,1.0,2.0,0.48
11-09-2025,Maharashtra,Solapur,413003,2,4,0,2,4,0,0.0,0.0,0.0,0.22
11-09-2025,Maharashtra,Solapur,413006,6,7,0,6,7,0,1.0,1.0,2.0,0.55
11-09-2025,Maharashtra,Solapur,413107,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Solapur,413109,3,1,0,3,1,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Solapur,413215,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Solapur,413307,3,1,1,3,1,1,0.0,0.0,0.0,0.18
11-09-2025,Maharashtra,Thane,400703,3,1,0,3,1,0,0.0,0.0,0.0,0.15
11-09-2025,Maharashtra,Thane,400705,4,3,0,4,3,0,1.0,0.0,1.0,0.3
11-09-2025,Maharashtra,Thane,400706,5,1,0,5,1,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Thane,400708,7,9,0,7,9,0,1.0,1.0,2.0,0.67
11-09-2025,Maharashtra,Thane,401105,5,0,0,5,0,0,1.0,0.0,1.0,0.22
11-09-2025,Maharashtra,Thane,401106,4,2,0,4,2,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Thane,401107,8,9,0,8,9,0,1.0,1.0,2.0,0.7
11-09-2025,Maharashtra,Thane,401208,1,4,0,1,4,0,0.0,0.0,0.0,0.18
11-09-2025,Maharashtra,Thane,401305,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Thane,401601,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Thane,421311,0,1,0,0,1,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Thane,421401,6,0,0,6,0,0,1.0,0.0,1.0,0.26
11-09-2025,Maharashtra,Thane,421605,3,3,0,3,3,0,0.0,0.0,0.0,0.22
11-09-2025,Maharashtra,Wardha,442111,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Washim,444403,2,0,0,2,0,0,0.0,0.0,0.0,0.07
11-09-2025,Maharashtra,Washim,444507,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Yavatmal,445102,4,1,0,4,1,0,1.0,0.0,1.0,0.22
11-09-2025,Maharashtra,Yavatmal,445201,2,1,0,2,1,0,0.0,0.0,0.0,0.11
11-09-2025,Maharashtra,Yavatmal,445202,5,2,0,5,2,0,1.0,0.0,1.0,0.3
11-09-2025,Maharashtra,Yavatmal,445211,5,2,0,5,2,0,1.0,0.0,1.0,0.3
11-09-2025,Maharashtra,Yavatmal,445216,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Yavatmal,445306,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Yavatmal,445307,1,0,0,1,0,0,0.0,0.0,0.0,0.04
11-09-2025,Maharashtra,Yavatmal,445308,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Ahmadnagar,413702,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Ahmadnagar,413703,1,1,0,1,1,0,0.0,0.0,0.0,0.07
14-09-2025,Maharashtra,Ahmadnagar,413705,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Ahmadnagar,413726,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Ahmadnagar,413728,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Ahmadnagar,414402,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Aurangabad,423701,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Aurangabad,431111,2,0,0,2,0,0,0.0,0.0,0.0,0.07
14-09-2025,Maharashtra,Aurangabad,431133,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Beed,431131,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Buldhana,443308,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Dhule,424301,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Dhule,425428,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Gadchiroli,442606,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Kolhapur,416112,4,0,0,4,0,0,1.0,0.0,1.0,0.18
14-09-2025,Maharashtra,Kolhapur,416146,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Kolhapur,416502,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Latur,413519,0,1,0,0,1,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Latur,413520,0,1,0,0,1,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Latur,413531,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Mumbai,400017,0,1,0,0,1,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Mumbai,400068,2,0,0,2,0,0,0.0,0.0,0.0,0.07
14-09-2025,Maharashtra,Mumbai,400070,5,1,0,5,1,0,1.0,0.0,1.0,0.26
14-09-2025,Maharashtra,Mumbai,400072,2,4,0,2,4,0,0.0,0.0,0.0,0.22
14-09-2025,Maharashtra,Mumbai,400075,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Mumbai,400079,0,1,0,0,1,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Mumbai,400097,12,3,0,12,3,0,2.0,0.0,2.0,0.63
14-09-2025,Maharashtra,Mumbai,400099,0,1,0,0,1,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Mumbai Suburban,400053,2,0,0,2,0,0,0.0,0.0,0.0,0.07
14-09-2025,Maharashtra,Mumbai Suburban,400070,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Mumbai Suburban,400071,1,0,0,1,0,0,0.0,0.0,0.0,0.04
14-09-2025,Maharashtra,Mumbai Suburban,400082,1,0,0,1,0,0,0.0,0.0,0.0,0.04
